"id" "x.coordinate" "y.coordinate" "impact" "tick.start" "tick.end"
"WF004_015" 4090773.4640851 3517971.93009082 300 354679 354685
"WF004_016" 4084773.4640851 3519471.93009082 300 354781 354787
"WF004_017" 4086273.4640851 3519471.93009082 300 354883 354889
"WF004_018" 4087773.4640851 3519471.93009082 300 354985 354991
"WF004_019" 4089273.4640851 3519471.93009082 300 355087 355093
"WF004_020" 4090773.4640851 3519471.93009082 300 355189 355195
"WF004_021" 4084773.4640851 3520971.93009082 300 355291 355297
"WF004_022" 4086273.4640851 3520971.93009082 300 355393 355399
"WF004_023" 4087773.4640851 3520971.93009082 300 355495 355501
"WF004_024" 4089273.4640851 3520971.93009082 300 355597 355603
"WF004_025" 4090773.4640851 3520971.93009082 300 355699 355705
"WF005_001" 4116454.56240806 3439353.43818309 300 355801 355807
"WF005_002" 4117954.56240806 3439353.43818309 300 355903 355909
"WF005_003" 4119454.56240806 3439353.43818309 300 356005 356011
"WF005_004" 4120954.56240806 3439353.43818309 300 356107 356113
"WF005_005" 4122454.56240806 3439353.43818309 300 356209 356215
"WF005_006" 4116454.56240806 3440853.43818309 300 356311 356317
"WF005_007" 4117954.56240806 3440853.43818309 300 356413 356419
"WF005_008" 4119454.56240806 3440853.43818309 300 356515 356521
"WF005_009" 4120954.56240806 3440853.43818309 300 356617 356623
"WF005_010" 4122454.56240806 3440853.43818309 300 356719 356725
"WF005_011" 4116454.56240806 3442353.43818309 300 356821 356827
"WF005_012" 4117954.56240806 3442353.43818309 300 356923 356929
"WF005_013" 4119454.56240806 3442353.43818309 300 357025 357031
"WF005_014" 4120954.56240806 3442353.43818309 300 357127 357133
"WF005_015" 4122454.56240806 3442353.43818309 300 357229 357235
"WF005_016" 4116454.56240806 3443853.43818309 300 357331 357337
"WF005_017" 4117954.56240806 3443853.43818309 300 357433 357439
"WF005_018" 4119454.56240806 3443853.43818309 300 357535 357541
"WF005_019" 4120954.56240806 3443853.43818309 300 357637 357643
"WF005_020" 4122454.56240806 3443853.43818309 300 357739 357745
"WF005_021" 4116454.56240806 3445353.43818309 300 357841 357847
"WF005_022" 4117954.56240806 3445353.43818309 300 357943 357949
"WF005_023" 4119454.56240806 3445353.43818309 300 358045 358051
"WF005_024" 4120954.56240806 3445353.43818309 300 358147 358153
"WF005_025" 4122454.56240806 3445353.43818309 300 358249 358255
"WF006_001" 4077481.47225737 3524670.35774805 300 358351 358357
"WF006_002" 4078981.47225737 3524670.35774805 300 358453 358459
"WF006_003" 4080481.47225737 3524670.35774805 300 358555 358561
"WF006_004" 4081981.47225737 3524670.35774805 300 358657 358663
"WF006_005" 4083481.47225737 3524670.35774805 300 358759 358765
"WF006_006" 4077481.47225737 3526170.35774805 300 358861 358867
"WF006_007" 4078981.47225737 3526170.35774805 300 358963 358969
"WF006_008" 4080481.47225737 3526170.35774805 300 359065 359071
"WF006_009" 4081981.47225737 3526170.35774805 300 359167 359173
"WF006_010" 4083481.47225737 3526170.35774805 300 359269 359275
"WF006_011" 4077481.47225737 3527670.35774805 300 359371 359377
"WF006_012" 4078981.47225737 3527670.35774805 300 359473 359479
"WF006_013" 4080481.47225737 3527670.35774805 300 359575 359581
"WF006_014" 4081981.47225737 3527670.35774805 300 359677 359683
"WF006_015" 4083481.47225737 3527670.35774805 300 359779 359785
"WF006_016" 4077481.47225737 3529170.35774805 300 359881 359887
"WF006_017" 4078981.47225737 3529170.35774805 300 359983 359989
"WF006_018" 4080481.47225737 3529170.35774805 300 360085 360091
"WF006_019" 4081981.47225737 3529170.35774805 300 360187 360193
"WF006_020" 4083481.47225737 3529170.35774805 300 360289 360295
"WF006_021" 4077481.47225737 3530670.35774805 300 360391 360397
"WF006_022" 4078981.47225737 3530670.35774805 300 360493 360499
"WF006_023" 4080481.47225737 3530670.35774805 300 360595 360601
"WF006_024" 4081981.47225737 3530670.35774805 300 360697 360703
"WF006_025" 4083481.47225737 3530670.35774805 300 360799 360805
"WF007_001" 3917742.82803605 3637146.1586162 300 360901 360907
"WF007_002" 3919242.82803605 3637146.1586162 300 361003 361009
"WF007_003" 3920742.82803605 3637146.1586162 300 361105 361111
"WF007_004" 3922242.82803605 3637146.1586162 300 361207 361213
"WF007_005" 3923742.82803605 3637146.1586162 300 361309 361315
"WF007_006" 3917742.82803605 3638646.1586162 300 361411 361417
"WF007_007" 3919242.82803605 3638646.1586162 300 361513 361519
"WF007_008" 3920742.82803605 3638646.1586162 300 361615 361621
"WF007_009" 3922242.82803605 3638646.1586162 300 361717 361723
"WF007_010" 3923742.82803605 3638646.1586162 300 361819 361825
"WF007_011" 3917742.82803605 3640146.1586162 300 361921 361927
"WF007_012" 3919242.82803605 3640146.1586162 300 362023 362029
"WF007_013" 3920742.82803605 3640146.1586162 300 362125 362131
"WF007_014" 3922242.82803605 3640146.1586162 300 362227 362233
"WF007_015" 3923742.82803605 3640146.1586162 300 362329 362335
"WF007_016" 3917742.82803605 3641646.1586162 300 362431 362437
"WF007_017" 3919242.82803605 3641646.1586162 300 362533 362539
"WF007_018" 3920742.82803605 3641646.1586162 300 362635 362641
"WF007_019" 3922242.82803605 3641646.1586162 300 362737 362743
"WF007_020" 3923742.82803605 3641646.1586162 300 362839 362845
"WF007_021" 3917742.82803605 3643146.1586162 300 362941 362947
"WF007_022" 3919242.82803605 3643146.1586162 300 363043 363049
"WF007_023" 3920742.82803605 3643146.1586162 300 363145 363151
"WF007_024" 3922242.82803605 3643146.1586162 300 363247 363253
"WF007_025" 3923742.82803605 3643146.1586162 300 363349 363355
"WF008_001" 4048417.11099355 3471661.74988242 300 363451 363457
"WF008_002" 4049917.11099355 3471661.74988242 300 363553 363559
"WF008_003" 4051417.11099355 3471661.74988242 300 363655 363661
"WF008_004" 4052917.11099355 3471661.74988242 300 363757 363763
"WF008_005" 4054417.11099355 3471661.74988242 300 363859 363865
"WF008_006" 4048417.11099355 3473161.74988242 300 363961 363967
"WF008_007" 4049917.11099355 3473161.74988242 300 364063 364069
"WF008_008" 4051417.11099355 3473161.74988242 300 364165 364171
"WF008_009" 4052917.11099355 3473161.74988242 300 364267 364273
"WF008_010" 4054417.11099355 3473161.74988242 300 364369 364375
"WF008_011" 4048417.11099355 3474661.74988242 300 364471 364477
"WF008_012" 4049917.11099355 3474661.74988242 300 364573 364579
"WF008_013" 4051417.11099355 3474661.74988242 300 364675 364681
"WF008_014" 4052917.11099355 3474661.74988242 300 364777 364783
"WF008_015" 4054417.11099355 3474661.74988242 300 364879 364885
"WF008_016" 4048417.11099355 3476161.74988242 300 364981 364987
"WF008_017" 4049917.11099355 3476161.74988242 300 365083 365089
"WF008_018" 4051417.11099355 3476161.74988242 300 365185 365191
"WF008_019" 4052917.11099355 3476161.74988242 300 365287 365293
"WF008_020" 4054417.11099355 3476161.74988242 300 365389 365395
"WF008_021" 4048417.11099355 3477661.74988242 300 365491 365497
"WF008_022" 4049917.11099355 3477661.74988242 300 365593 365599
"WF008_023" 4051417.11099355 3477661.74988242 300 365695 365701
"WF008_024" 4052917.11099355 3477661.74988242 300 365797 365803
"WF008_025" 4054417.11099355 3477661.74988242 300 365899 365905
"WF009_001" 3919729.29639291 3649716.49773737 300 366001 366007
"WF009_002" 3921229.29639291 3649716.49773737 300 366103 366109
"WF009_003" 3922729.29639291 3649716.49773737 300 366205 366211
"WF009_004" 3924229.29639291 3649716.49773737 300 366307 366313
"WF009_005" 3925729.29639291 3649716.49773737 300 366409 366415
"WF009_006" 3919729.29639291 3651216.49773737 300 366511 366517
"WF009_007" 3921229.29639291 3651216.49773737 300 366613 366619
"WF009_008" 3922729.29639291 3651216.49773737 300 366715 366721
"WF009_009" 3924229.29639291 3651216.49773737 300 366817 366823
"WF009_010" 3925729.29639291 3651216.49773737 300 366919 366925
"WF009_011" 3919729.29639291 3652716.49773737 300 367021 367027
"WF009_012" 3921229.29639291 3652716.49773737 300 367123 367129
"WF009_013" 3922729.29639291 3652716.49773737 300 367225 367231
"WF009_014" 3924229.29639291 3652716.49773737 300 367327 367333
"WF009_015" 3925729.29639291 3652716.49773737 300 367429 367435
"WF009_016" 3919729.29639291 3654216.49773737 300 367531 367537
"WF009_017" 3921229.29639291 3654216.49773737 300 367633 367639
"WF009_018" 3922729.29639291 3654216.49773737 300 367735 367741
"WF009_019" 3924229.29639291 3654216.49773737 300 367837 367843
"WF009_020" 3925729.29639291 3654216.49773737 300 367939 367945
"WF009_021" 3919729.29639291 3655716.49773737 300 368041 368047
"WF009_022" 3921229.29639291 3655716.49773737 300 368143 368149
"WF009_023" 3922729.29639291 3655716.49773737 300 368245 368251
"WF009_024" 3924229.29639291 3655716.49773737 300 368347 368353
"WF009_025" 3925729.29639291 3655716.49773737 300 368449 368455
"WF010_001" 4168437.23895339 3477547.29284683 300 368551 368557
"WF010_002" 4169937.23895339 3477547.29284683 300 368653 368659
"WF010_003" 4171437.23895339 3477547.29284683 300 368755 368761
"WF010_004" 4172937.23895339 3477547.29284683 300 368857 368863
"WF010_005" 4174437.23895339 3477547.29284683 300 368959 368965
"WF010_006" 4168437.23895339 3479047.29284683 300 369061 369067
"WF010_007" 4169937.23895339 3479047.29284683 300 369163 369169
"WF010_008" 4171437.23895339 3479047.29284683 300 369265 369271
"WF010_009" 4172937.23895339 3479047.29284683 300 369367 369373
"WF010_010" 4174437.23895339 3479047.29284683 300 369469 369475
"WF010_011" 4168437.23895339 3480547.29284683 300 369571 369577
"WF010_012" 4169937.23895339 3480547.29284683 300 369673 369679
"WF010_013" 4171437.23895339 3480547.29284683 300 369775 369781
"WF010_014" 4172937.23895339 3480547.29284683 300 369877 369883
"WF010_015" 4174437.23895339 3480547.29284683 300 369979 369985
"WF010_016" 4168437.23895339 3482047.29284683 300 370081 370087
"WF010_017" 4169937.23895339 3482047.29284683 300 370183 370189
"WF010_018" 4171437.23895339 3482047.29284683 300 370285 370291
"WF010_019" 4172937.23895339 3482047.29284683 300 370387 370393
"WF010_020" 4174437.23895339 3482047.29284683 300 370489 370495
"WF010_021" 4168437.23895339 3483547.29284683 300 370591 370597
"WF010_022" 4169937.23895339 3483547.29284683 300 370693 370699
"WF010_023" 4171437.23895339 3483547.29284683 300 370795 370801
"WF010_024" 4172937.23895339 3483547.29284683 300 370897 370903
"WF010_025" 4174437.23895339 3483547.29284683 300 370999 371005
"WF011_001" 3930776.78154287 3644489.37949558 300 371101 371107
"WF011_002" 3932276.78154287 3644489.37949558 300 371203 371209
"WF011_003" 3933776.78154287 3644489.37949558 300 371305 371311
"WF011_004" 3935276.78154287 3644489.37949558 300 371407 371413
"WF011_005" 3936776.78154287 3644489.37949558 300 371509 371515
"WF011_006" 3930776.78154287 3645989.37949558 300 371611 371617
"WF011_007" 3932276.78154287 3645989.37949558 300 371713 371719
"WF011_008" 3933776.78154287 3645989.37949558 300 371815 371821
"WF011_009" 3935276.78154287 3645989.37949558 300 371917 371923
"WF011_010" 3936776.78154287 3645989.37949558 300 372019 372025
"WF011_011" 3930776.78154287 3647489.37949558 300 372121 372127
"WF011_012" 3932276.78154287 3647489.37949558 300 372223 372229
"WF011_013" 3933776.78154287 3647489.37949558 300 372325 372331
"WF011_014" 3935276.78154287 3647489.37949558 300 372427 372433
"WF011_015" 3936776.78154287 3647489.37949558 300 372529 372535
"WF011_016" 3930776.78154287 3648989.37949558 300 372631 372637
"WF011_017" 3932276.78154287 3648989.37949558 300 372733 372739
"WF011_018" 3933776.78154287 3648989.37949558 300 372835 372841
"WF011_019" 3935276.78154287 3648989.37949558 300 372937 372943
"WF011_020" 3936776.78154287 3648989.37949558 300 373039 373045
"WF011_021" 3930776.78154287 3650489.37949558 300 373141 373147
"WF011_022" 3932276.78154287 3650489.37949558 300 373243 373249
"WF011_023" 3933776.78154287 3650489.37949558 300 373345 373351
"WF011_024" 3935276.78154287 3650489.37949558 300 373447 373453
"WF011_025" 3936776.78154287 3650489.37949558 300 373549 373555
"WF012_001" 4025893.72725259 3570945.62406523 300 373651 373657
"WF012_002" 4027393.72725259 3570945.62406523 300 373753 373759
"WF012_003" 4028893.72725259 3570945.62406523 300 373855 373861
"WF012_004" 4030393.72725259 3570945.62406523 300 373957 373963
"WF012_005" 4031893.72725259 3570945.62406523 300 374059 374065
"WF012_006" 4025893.72725259 3572445.62406523 300 374161 374167
"WF012_007" 4027393.72725259 3572445.62406523 300 374263 374269
"WF012_008" 4028893.72725259 3572445.62406523 300 374365 374371
"WF012_009" 4030393.72725259 3572445.62406523 300 374467 374473
"WF012_010" 4031893.72725259 3572445.62406523 300 374569 374575
"WF012_011" 4025893.72725259 3573945.62406523 300 374671 374677
"WF012_012" 4027393.72725259 3573945.62406523 300 374773 374779
"WF012_013" 4028893.72725259 3573945.62406523 300 374875 374881
"WF012_014" 4030393.72725259 3573945.62406523 300 374977 374983
"WF012_015" 4031893.72725259 3573945.62406523 300 375079 375085
"WF012_016" 4025893.72725259 3575445.62406523 300 375181 375187
"WF012_017" 4027393.72725259 3575445.62406523 300 375283 375289
"WF012_018" 4028893.72725259 3575445.62406523 300 375385 375391
"WF012_019" 4030393.72725259 3575445.62406523 300 375487 375493
"WF012_020" 4031893.72725259 3575445.62406523 300 375589 375595
"WF012_021" 4025893.72725259 3576945.62406523 300 375691 375697
"WF012_022" 4027393.72725259 3576945.62406523 300 375793 375799
"WF012_023" 4028893.72725259 3576945.62406523 300 375895 375901
"WF012_024" 4030393.72725259 3576945.62406523 300 375997 376003
"WF012_025" 4031893.72725259 3576945.62406523 300 376099 376105
"WF013_001" 4052163.69176451 3495015.61331358 300 376201 376207
"WF013_002" 4053663.69176451 3495015.61331358 300 376303 376309
"WF013_003" 4055163.69176451 3495015.61331358 300 376405 376411
"WF013_004" 4056663.69176451 3495015.61331358 300 376507 376513
"WF013_005" 4058163.69176451 3495015.61331358 300 376609 376615
"WF013_006" 4052163.69176451 3496515.61331358 300 376711 376717
"WF013_007" 4053663.69176451 3496515.61331358 300 376813 376819
"WF013_008" 4055163.69176451 3496515.61331358 300 376915 376921
"WF013_009" 4056663.69176451 3496515.61331358 300 377017 377023
"WF013_010" 4058163.69176451 3496515.61331358 300 377119 377125
"WF013_011" 4052163.69176451 3498015.61331358 300 377221 377227
"WF013_012" 4053663.69176451 3498015.61331358 300 377323 377329
"WF013_013" 4055163.69176451 3498015.61331358 300 377425 377431
"WF013_014" 4056663.69176451 3498015.61331358 300 377527 377533
"WF013_015" 4058163.69176451 3498015.61331358 300 377629 377635
"WF013_016" 4052163.69176451 3499515.61331358 300 377731 377737
"WF013_017" 4053663.69176451 3499515.61331358 300 377833 377839
"WF013_018" 4055163.69176451 3499515.61331358 300 377935 377941
"WF013_019" 4056663.69176451 3499515.61331358 300 378037 378043
"WF013_020" 4058163.69176451 3499515.61331358 300 378139 378145
"WF013_021" 4052163.69176451 3501015.61331358 300 378241 378247
"WF013_022" 4053663.69176451 3501015.61331358 300 378343 378349
"WF013_023" 4055163.69176451 3501015.61331358 300 378445 378451
"WF013_024" 4056663.69176451 3501015.61331358 300 378547 378553
"WF013_025" 4058163.69176451 3501015.61331358 300 378649 378655
"WF014_001" 4081845.63685018 3490185.68715844 300 378751 378757
"WF014_002" 4083345.63685018 3490185.68715844 300 378853 378859
"WF014_003" 4084845.63685018 3490185.68715844 300 378955 378961
"WF014_004" 4086345.63685018 3490185.68715844 300 379057 379063
"WF014_005" 4087845.63685018 3490185.68715844 300 379159 379165
"WF014_006" 4081845.63685018 3491685.68715844 300 379261 379267
"WF014_007" 4083345.63685018 3491685.68715844 300 379363 379369
"WF014_008" 4084845.63685018 3491685.68715844 300 379465 379471
"WF014_009" 4086345.63685018 3491685.68715844 300 379567 379573
"WF014_010" 4087845.63685018 3491685.68715844 300 379669 379675
"WF014_011" 4081845.63685018 3493185.68715844 300 379771 379777
"WF014_012" 4083345.63685018 3493185.68715844 300 379873 379879
"WF014_013" 4084845.63685018 3493185.68715844 300 379975 379981
"WF014_014" 4086345.63685018 3493185.68715844 300 380077 380083
"WF014_015" 4087845.63685018 3493185.68715844 300 380179 380185
"WF014_016" 4081845.63685018 3494685.68715844 300 380281 380287
"WF014_017" 4083345.63685018 3494685.68715844 300 380383 380389
"WF014_018" 4084845.63685018 3494685.68715844 300 380485 380491
"WF014_019" 4086345.63685018 3494685.68715844 300 380587 380593
"WF014_020" 4087845.63685018 3494685.68715844 300 380689 380695
"WF014_021" 4081845.63685018 3496185.68715844 300 380791 380797
"WF014_022" 4083345.63685018 3496185.68715844 300 380893 380899
"WF014_023" 4084845.63685018 3496185.68715844 300 380995 381001
"WF014_024" 4086345.63685018 3496185.68715844 300 381097 381103
"WF014_025" 4087845.63685018 3496185.68715844 300 381199 381205
"WF015_001" 4068306.26511523 3502749.40648083 300 381301 381307
"WF015_002" 4069806.26511523 3502749.40648083 300 381403 381409
"WF015_003" 4071306.26511523 3502749.40648083 300 381505 381511
"WF015_004" 4072806.26511523 3502749.40648083 300 381607 381613
"WF015_005" 4074306.26511523 3502749.40648083 300 381709 381715
"WF015_006" 4068306.26511523 3504249.40648083 300 381811 381817
"WF015_007" 4069806.26511523 3504249.40648083 300 381913 381919
"WF015_008" 4071306.26511523 3504249.40648083 300 382015 382021
"WF015_009" 4072806.26511523 3504249.40648083 300 382117 382123
"WF015_010" 4074306.26511523 3504249.40648083 300 382219 382225
"WF015_011" 4068306.26511523 3505749.40648083 300 382321 382327
"WF015_012" 4069806.26511523 3505749.40648083 300 382423 382429
"WF015_013" 4071306.26511523 3505749.40648083 300 382525 382531
"WF015_014" 4072806.26511523 3505749.40648083 300 382627 382633
"WF015_015" 4074306.26511523 3505749.40648083 300 382729 382735
"WF015_016" 4068306.26511523 3507249.40648083 300 382831 382837
"WF015_017" 4069806.26511523 3507249.40648083 300 382933 382939
"WF015_018" 4071306.26511523 3507249.40648083 300 383035 383041
"WF015_019" 4072806.26511523 3507249.40648083 300 383137 383143
"WF015_020" 4074306.26511523 3507249.40648083 300 383239 383245
"WF015_021" 4068306.26511523 3508749.40648083 300 383341 383347
"WF015_022" 4069806.26511523 3508749.40648083 300 383443 383449
"WF015_023" 4071306.26511523 3508749.40648083 300 383545 383551
"WF015_024" 4072806.26511523 3508749.40648083 300 383647 383653
"WF015_025" 4074306.26511523 3508749.40648083 300 383749 383755
"WF016_001" 3909885.07860262 3654620.04330077 300 383851 383857
"WF016_002" 3911385.07860262 3654620.04330077 300 383953 383959
"WF016_003" 3912885.07860262 3654620.04330077 300 384055 384061
"WF016_004" 3914385.07860262 3654620.04330077 300 384157 384163
"WF016_005" 3915885.07860262 3654620.04330077 300 384259 384265
"WF016_006" 3909885.07860262 3656120.04330077 300 384361 384367
"WF016_007" 3911385.07860262 3656120.04330077 300 384463 384469
"WF016_008" 3912885.07860262 3656120.04330077 300 384565 384571
"WF016_009" 3914385.07860262 3656120.04330077 300 384667 384673
"WF016_010" 3915885.07860262 3656120.04330077 300 384769 384775
"WF016_011" 3909885.07860262 3657620.04330077 300 384871 384877
"WF016_012" 3911385.07860262 3657620.04330077 300 384973 384979
"WF016_013" 3912885.07860262 3657620.04330077 300 385075 385081
"WF016_014" 3914385.07860262 3657620.04330077 300 385177 385183
"WF016_015" 3915885.07860262 3657620.04330077 300 385279 385285
"WF016_016" 3909885.07860262 3659120.04330077 300 385381 385387
"WF016_017" 3911385.07860262 3659120.04330077 300 385483 385489
"WF016_018" 3912885.07860262 3659120.04330077 300 385585 385591
"WF016_019" 3914385.07860262 3659120.04330077 300 385687 385693
"WF016_020" 3915885.07860262 3659120.04330077 300 385789 385795
"WF016_021" 3909885.07860262 3660620.04330077 300 385891 385897
"WF016_022" 3911385.07860262 3660620.04330077 300 385993 385999
"WF016_023" 3912885.07860262 3660620.04330077 300 386095 386101
"WF016_024" 3914385.07860262 3660620.04330077 300 386197 386203
"WF016_025" 3915885.07860262 3660620.04330077 300 386299 386305
"WF017_001" 4010358.57465473 3574552.86235148 300 386401 386407
"WF017_002" 4011858.57465473 3574552.86235148 300 386503 386509
"WF017_003" 4013358.57465473 3574552.86235148 300 386605 386611
"WF017_004" 4014858.57465473 3574552.86235148 300 386707 386713
"WF017_005" 4016358.57465473 3574552.86235148 300 386809 386815
"WF017_006" 4010358.57465473 3576052.86235148 300 386911 386917
"WF017_007" 4011858.57465473 3576052.86235148 300 387013 387019
"WF017_008" 4013358.57465473 3576052.86235148 300 387115 387121
"WF017_009" 4014858.57465473 3576052.86235148 300 387217 387223
"WF017_010" 4016358.57465473 3576052.86235148 300 387319 387325
"WF017_011" 4010358.57465473 3577552.86235148 300 387421 387427
"WF017_012" 4011858.57465473 3577552.86235148 300 387523 387529
"WF017_013" 4013358.57465473 3577552.86235148 300 387625 387631
"WF017_014" 4014858.57465473 3577552.86235148 300 387727 387733
"WF017_015" 4016358.57465473 3577552.86235148 300 387829 387835
"WF017_016" 4010358.57465473 3579052.86235148 300 387931 387937
"WF017_017" 4011858.57465473 3579052.86235148 300 388033 388039
"WF017_018" 4013358.57465473 3579052.86235148 300 388135 388141
"WF017_019" 4014858.57465473 3579052.86235148 300 388237 388243
"WF017_020" 4016358.57465473 3579052.86235148 300 388339 388345
"WF017_021" 4010358.57465473 3580552.86235148 300 388441 388447
"WF017_022" 4011858.57465473 3580552.86235148 300 388543 388549
"WF017_023" 4013358.57465473 3580552.86235148 300 388645 388651
"WF017_024" 4014858.57465473 3580552.86235148 300 388747 388753
"WF017_025" 4016358.57465473 3580552.86235148 300 388849 388855
"WF018_001" 4000353.44907487 3527733.90943559 300 388951 388957
"WF018_002" 4001853.44907487 3527733.90943559 300 389053 389059
"WF018_003" 4003353.44907487 3527733.90943559 300 389155 389161
"WF018_004" 4004853.44907487 3527733.90943559 300 389257 389263
"WF018_005" 4006353.44907487 3527733.90943559 300 389359 389365
"WF018_006" 4000353.44907487 3529233.90943559 300 389461 389467
"WF018_007" 4001853.44907487 3529233.90943559 300 389563 389569
"WF018_008" 4003353.44907487 3529233.90943559 300 389665 389671
"WF018_009" 4004853.44907487 3529233.90943559 300 389767 389773
"WF018_010" 4006353.44907487 3529233.90943559 300 389869 389875
"WF018_011" 4000353.44907487 3530733.90943559 300 389971 389977
